"","continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent","pop","per100k","newper100k","deathsper100k","newdeathsper100k"
"971","South America",2020-04-12,50897,2897,2081,156,24,33,"South America",4.2e+08,12.1,0.7,0.5,0
"972","South America",2020-04-13,54971,4074,2247,166,25,34,"South America",4.2e+08,13.1,1,0.5,0
"973","South America",2020-04-14,58031,3060,2511,264,26,35,"South America",4.2e+08,13.8,0.7,0.6,0.1
"974","South America",2020-04-15,63226,5195,2775,264,27,36,"South America",4.2e+08,15.1,1.2,0.7,0.1
"975","South America",2020-04-16,67577,4351,3027,252,28,37,"South America",4.2e+08,16.1,1,0.7,0.1
"976","South America",2020-04-17,72869,5292,3318,291,29,38,"South America",4.2e+08,17.3,1.3,0.8,0.1
"977","South America",2020-04-18,78589,5720,3643,325,30,39,"South America",4.2e+08,18.7,1.4,0.9,0.1
"978","South America",2020-04-19,82922,4333,3847,204,31,40,"South America",4.2e+08,19.7,1,0.9,0
"979","South America",2020-04-20,87127,4205,4071,224,32,41,"South America",4.2e+08,20.7,1,1,0.1
"980","South America",2020-04-21,91904,4777,4307,236,33,42,"South America",4.2e+08,21.9,1.1,1,0.1
"981","South America",2020-04-22,97257,5353,4567,260,34,43,"South America",4.2e+08,23.2,1.3,1.1,0.1
"982","South America",2020-04-23,104673,7416,5093,526,35,44,"South America",4.2e+08,24.9,1.8,1.2,0.1
"983","South America",2020-04-24,122066,17393,5572,479,36,45,"South America",4.2e+08,29.1,4.1,1.3,0.1
"984","South America",2020-04-25,132929,10863,6019,447,37,46,"South America",4.2e+08,31.6,2.6,1.4,0.1
"985","South America",2020-04-26,139810,6881,6308,289,38,47,"South America",4.2e+08,33.3,1.6,1.5,0.1
"986","South America",2020-04-27,146752,6942,6792,484,39,48,"South America",4.2e+08,34.9,1.7,1.6,0.1
"987","South America",2020-04-28,157133,10381,7589,797,40,49,"South America",4.2e+08,37.4,2.5,1.8,0.2
"988","South America",2020-04-29,167745,10612,8149,560,41,50,"South America",4.2e+08,39.9,2.5,1.9,0.1
"989","South America",2020-04-30,180235,12490,8810,661,42,51,"South America",4.2e+08,42.9,3,2.1,0.2
"990","South America",2020-05-01,191859,11624,9485,681,43,52,"South America",4.2e+08,45.7,2.8,2.3,0.2
"991","South America",2020-05-02,203206,11347,10258,773,44,53,"South America",4.2e+08,48.4,2.7,2.4,0.2
"992","South America",2020-05-03,215278,12072,10870,612,45,54,"South America",4.2e+08,51.3,2.9,2.6,0.1
"993","South America",2020-05-04,227366,12088,11297,427,46,55,"South America",4.2e+08,54.1,2.9,2.7,0.1
"994","South America",2020-05-05,240319,12953,12002,705,47,56,"South America",4.2e+08,57.2,3.1,2.9,0.2
"995","South America",2020-05-06,256783,16464,12829,827,48,57,"South America",4.2e+08,61.1,3.9,3.1,0.2
"996","South America",2020-05-07,270494,15294,13595,766,49,58,"South America",4.2e+08,64.4,3.6,3.2,0.2
"997","South America",2020-05-08,285986,16972,14605,1010,50,59,"South America",4.2e+08,68.1,4,3.5,0.2
"998","South America",2020-05-09,302960,16974,15399,794,51,60,"South America",4.2e+08,72.1,4,3.7,0.2
"999","South America",2020-05-10,315021,12061,16387,988,52,61,"South America",4.2e+08,75,2.9,3.9,0.2
"1000","South America",2020-05-11,325675,10704,17047,660,53,62,"South America",4.2e+08,77.5,2.5,4.1,0.2
"1001","South America",2020-05-12,341201,15526,18170,1123,54,63,"South America",4.2e+08,81.2,3.7,4.3,0.3
"1002","South America",2020-05-13,361261,20060,19120,950,55,64,"South America",4.2e+08,86,4.8,4.6,0.2
"1003","South America",2020-05-14,382472,21211,20053,933,56,65,"South America",4.2e+08,91.1,5.1,4.8,0.2
"1004","South America",2020-05-15,408132,25660,21459,1406,57,66,"South America",4.2e+08,97.2,6.1,5.1,0.3
"1005","South America",2020-05-16,433543,25411,22435,976,58,67,"South America",4.2e+08,103.2,6.1,5.3,0.2
"1006","South America",2020-05-17,448822,15279,23120,685,59,68,"South America",4.2e+08,106.9,3.6,5.5,0.2
"1007","South America",2020-05-18,469737,20915,24119,999,60,69,"South America",4.2e+08,111.8,5,5.7,0.2
"1008","South America",2020-05-19,496363,26626,25492,1373,61,70,"South America",4.2e+08,118.2,6.3,6.1,0.3
"1009","South America",2020-05-20,527086,30723,26599,1107,62,71,"South America",4.2e+08,125.5,7.3,6.3,0.3
"1010","South America",2020-05-21,556384,29298,28058,1459,63,72,"South America",4.2e+08,132.5,7,6.7,0.3
"1011","South America",2020-05-22,586893,30509,29375,1317,64,73,"South America",4.2e+08,139.7,7.3,7,0.3
"1012","South America",2020-05-23,619904,33011,30599,1224,65,74,"South America",4.2e+08,147.6,7.9,7.3,0.3
"1013","South America",2020-05-24,646334,26430,31431,832,66,75,"South America",4.2e+08,153.9,6.3,7.5,0.2
"1014","South America",2020-05-25,669369,23035,32599,1168,67,76,"South America",4.2e+08,159.4,5.5,7.8,0.3
"1015","South America",2020-05-26,697577,28208,33899,1300,68,77,"South America",4.2e+08,166.1,6.7,8.1,0.3
"1016","South America",2020-05-27,731900,34323,35336,1437,69,78,"South America",4.2e+08,174.3,8.2,8.4,0.3
"1017","South America",2020-05-28,771978,40078,36735,1399,70,79,"South America",4.2e+08,183.8,9.5,8.7,0.3
"1018","South America",2020-05-29,811657,39679,38118,1383,71,80,"South America",4.2e+08,193.3,9.4,9.1,0.3
"1019","South America",2020-05-30,868854,57197,39324,1206,72,81,"South America",4.2e+08,206.9,13.6,9.4,0.3
"1020","South America",2020-05-31,901684,32830,40083,759,73,82,"South America",4.2e+08,214.7,7.8,9.5,0.2
"1021","South America",2020-06-01,926722,25038,40974,891,74,83,"South America",4.2e+08,220.6,6,9.8,0.2
"1022","South America",2020-06-02,971518,44796,42611,1637,75,84,"South America",4.2e+08,231.3,10.7,10.1,0.4
"1023","South America",2020-06-03,1009723,38205,44298,1687,76,85,"South America",4.2e+08,240.4,9.1,10.5,0.4
"1024","South America",2020-06-04,1053061,43338,46071,1773,77,86,"South America",4.2e+08,250.7,10.3,11,0.4
"1025","South America",2020-06-05,1095816,42755,47441,1370,78,87,"South America",4.2e+08,260.9,10.2,11.3,0.3
"1026","South America",2020-06-06,1145593,49777,48756,1315,79,88,"South America",4.2e+08,272.8,11.9,11.6,0.3
"1027","South America",2020-06-07,1178455,32862,49635,879,80,89,"South America",4.2e+08,280.6,7.8,11.8,0.2
"1028","South America",2020-06-08,1204971,26516,51157,1522,81,90,"South America",4.2e+08,286.9,6.3,12.2,0.4
"1029","South America",2020-06-09,1248962,43991,52764,1607,82,91,"South America",4.2e+08,297.4,10.5,12.6,0.4
"1030","South America",2020-06-10,1296778,47816,54529,1765,83,92,"South America",4.2e+08,308.8,11.4,13,0.4
"1031","South America",2020-06-11,1342721,45943,56232,1703,84,93,"South America",4.2e+08,319.7,10.9,13.4,0.4
"1032","South America",2020-06-12,1380705,37984,57575,1343,85,94,"South America",4.2e+08,328.7,9,13.7,0.3
"1033","South America",2020-06-13,1421503,40798,59068,1493,86,95,"South America",4.2e+08,338.5,9.7,14.1,0.4
"1034","South America",2020-06-14,1459140,37637,60424,1356,87,96,"South America",4.2e+08,347.4,9,14.4,0.3
"1035","South America",2020-06-15,1492815,33675,61400,976,88,97,"South America",4.2e+08,355.4,8,14.6,0.2
"1036","South America",2020-06-16,1541698,48883,63070,1670,89,98,"South America",4.2e+08,367.1,11.6,15,0.4
"1037","South America",2020-06-17,1584661,42963,64928,1858,90,99,"South America",4.2e+08,377.3,10.2,15.5,0.4
"1038","South America",2020-06-18,1622079,37418,66816,1888,91,100,"South America",4.2e+08,386.2,8.9,15.9,0.4
"1039","South America",2020-06-19,1693540,71461,68689,1873,92,101,"South America",4.2e+08,403.2,17,16.4,0.4
"1040","South America",2020-06-20,1742241,48701,70237,1548,93,102,"South America",4.2e+08,414.8,11.6,16.7,0.4
"1041","South America",2020-06-21,1773767,31526,71450,1213,94,103,"South America",4.2e+08,422.3,7.5,17,0.3
"1042","South America",2020-06-22,1809973,36206,72485,1035,95,104,"South America",4.2e+08,430.9,8.6,17.3,0.2
"1043","South America",2020-06-23,1863309,53336,74250,1765,96,105,"South America",4.2e+08,443.6,12.7,17.7,0.4
"1044","South America",2020-06-24,1921192,57883,76003,1753,97,106,"South America",4.2e+08,457.4,13.8,18.1,0.4
"1045","South America",2020-06-25,1978122,56930,77795,1792,98,107,"South America",4.2e+08,471,13.6,18.5,0.4
"1046","South America",2020-06-26,2041775,63653,79405,1610,99,108,"South America",4.2e+08,486.1,15.2,18.9,0.4
"1047","South America",2020-06-27,2097700,55925,81198,1793,100,109,"South America",4.2e+08,499.5,13.3,19.3,0.4
"1048","South America",2020-06-28,2143098,45398,82410,1212,101,110,"South America",4.2e+08,510.3,10.8,19.6,0.3
"1049","South America",2020-06-29,2181049,37951,83636,1226,102,111,"South America",4.2e+08,519.3,9,19.9,0.3
"1050","South America",2020-06-30,2228423,47374,85370,1734,103,112,"South America",4.2e+08,530.6,11.3,20.3,0.4
"1051","South America",2020-07-01,2291011,62588,86970,1600,104,113,"South America",4.2e+08,545.5,14.9,20.7,0.4
"1052","South America",2020-07-02,2354770,63759,88916,1946,105,114,"South America",4.2e+08,560.7,15.2,21.2,0.5
"1053","South America",2020-07-03,2413190,58420,90818,1902,106,115,"South America",4.2e+08,574.6,13.9,21.6,0.5
"1054","South America",2020-07-04,2467229,54039,92577,1759,107,116,"South America",4.2e+08,587.4,12.9,22,0.4
"1055","South America",2020-07-05,2508904,41675,93692,1115,108,117,"South America",4.2e+08,597.4,9.9,22.3,0.3
"1056","South America",2020-07-06,2542875,33971,94878,1186,109,118,"South America",4.2e+08,605.4,8.1,22.6,0.3
"1057","South America",2020-07-07,2603674,60799,96684,1806,110,119,"South America",4.2e+08,619.9,14.5,23,0.4
"1058","South America",2020-07-08,2663536,59862,98498,1814,111,120,"South America",4.2e+08,634.2,14.3,23.5,0.4
"1059","South America",2020-07-09,2724410,60874,100314,1816,112,121,"South America",4.2e+08,648.7,14.5,23.9,0.4
"1060","South America",2020-07-10,2788706,64296,102185,1871,113,122,"South America",4.2e+08,664,15.3,24.3,0.4
"1061","South America",2020-07-11,2846155,57449,103917,1732,114,123,"South America",4.2e+08,677.7,13.7,24.7,0.4
"1062","South America",2020-07-12,2887154,40999,105132,1215,115,124,"South America",4.2e+08,687.4,9.8,25,0.3
"1063","South America",2020-07-13,2922754,35600,106382,1250,116,125,"South America",4.2e+08,695.9,8.5,25.3,0.3
"1064","South America",2020-07-14,2982619,59865,108239,1857,117,126,"South America",4.2e+08,710.1,14.3,25.8,0.4
"1065","South America",2020-07-15,3040351,57732,110125,1886,118,127,"South America",4.2e+08,723.9,13.7,26.2,0.4
"1066","South America",2020-07-16,3107386,67035,112125,2000,119,128,"South America",4.2e+08,739.9,16,26.7,0.5
"1067","South America",2020-07-17,3165239,57853,114967,2842,120,129,"South America",4.2e+08,753.6,13.8,27.4,0.7
"1068","South America",2020-07-18,3215434,50195,116550,1583,121,130,"South America",4.2e+08,765.6,12,27.8,0.4
"1069","South America",2020-07-19,3258568,43134,117854,1304,122,131,"South America",4.2e+08,775.8,10.3,28.1,0.3
"1070","South America",2020-07-20,3298308,39740,119197,1343,123,132,"South America",4.2e+08,785.3,9.5,28.4,0.3
"1071","South America",2020-07-21,3361311,63003,121266,2069,124,133,"South America",4.2e+08,800.3,15,28.9,0.5
"1072","South America",2020-07-22,3451993,90682,123201,1935,125,134,"South America",4.2e+08,821.9,21.6,29.3,0.5
"1073","South America",2020-07-23,3535582,83589,129051,5850,126,135,"South America",4.2e+08,841.8,19.9,30.7,1.4
"1074","South America",2020-07-24,3614507,78925,130967,1916,127,136,"South America",4.2e+08,860.6,18.8,31.2,0.5
"1075","South America",2020-07-25,3683684,69177,132771,1804,128,137,"South America",4.2e+08,877.1,16.5,31.6,0.4
"1076","South America",2020-07-26,3717194,33510,133525,754,129,138,"South America",4.2e+08,885,8,31.8,0.2
"1077","South America",2020-07-27,3780484,63290,135506,1981,130,139,"South America",4.2e+08,900.1,15.1,32.3,0.5
"1078","South America",2020-07-28,3847711,67227,137223,1717,131,140,"South America",4.2e+08,916.1,16,32.7,0.4
"1079","South America",2020-07-29,3941567,93856,139684,2461,132,141,"South America",4.2e+08,938.5,22.3,33.3,0.6
